strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	index	Greater	Measurement.Round	Flq_mutations
ESI-BB1437a-I1	Klebsiella pneumoniae	strong	166	212937	433593	5465215	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1441b-I1	Klebsiella pneumoniae	strong	117	232755	463203	5336800	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1464-I1	Klebsiella pneumoniae	strong	187	141382	433594	5422154	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1502-I1	Klebsiella pneumoniae	strong	148	212624	407347	5455019	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1509-I1	Klebsiella pneumoniae	strong	168	169368	394135	5448037	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1542-I1	Klebsiella pneumoniae	strong	151	198342	394135	5427873	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1551-I1	Klebsiella pneumoniae	strong	133	206169	433594	5406515	no	-	ST37	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESI-BB1683-I1	Klebsiella pneumoniae	strong	165	198342	433594	5458467	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1691-I1	Klebsiella pneumoniae	strong	162	159927	388320	5424208	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1715-I1	Klebsiella pneumoniae	strong	142	195553	389469	5399873	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESO-BB1409-I1	Klebsiella pneumoniae	strong	117	205578	394135	5305544	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESO-BB1812-I1	Klebsiella pneumoniae	strong	138	205578	384788	5411036	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESO-BB1839a-I1	Klebsiella pneumoniae	strong	161	195516	394109	5417675	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0112b-I1	Klebsiella pneumoniae	strong	109	218255	473879	5517553	no	-	ST218	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0135r-I	Klebsiella pneumoniae	strong	91	350220	621700	5456036	no	-	ST35	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESS-BB0254-I1	Klebsiella pneumoniae	strong	70	436720	972346	5550220	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0272-I1	Klebsiella pneumoniae	strong	149	215687	419803	5509782	no	-	ST218	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0280-I1	Klebsiella pneumoniae	strong	109	212937	433594	5206286	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0304a-I1	Klebsiella pneumoniae	strong	131	215688	472041	5544239	no	-	ST218	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0311-I1	Klebsiella pneumoniae	strong	79	370641	744625	5501667	no	-	ST391	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESS-BB0373-I1	Klebsiella pneumoniae	strong	94	890549	973359	5559504	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0400-I1	Klebsiella pneumoniae	strong	95	369153	957317	5560037	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0405-I1	Klebsiella pneumoniae	strong	158	102476	292286	5176921	no	-	ST37	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESS-BB0408-I1	Klebsiella pneumoniae	strong	107	349357	737957	5541447	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0434-I1	Klebsiella pneumoniae	strong	95	225662	433594	5217945	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0439-I1	Klebsiella pneumoniae	strong	110	206169	433594	5237169	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0442-I1	Klebsiella pneumoniae	strong	133	206169	463203	5417626	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0444-I1	Klebsiella pneumoniae	strong	133	199308	394135	5333264	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0445-I1	Klebsiella pneumoniae	strong	154	198342	394135	5451717	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0460b-I1	Klebsiella pneumoniae	strong	136	232755	433593	5437052	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0463-I2	Klebsiella pneumoniae	strong	145	205578	388765	5431497	no	-	ST37	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESS-BB0469-I1	Klebsiella pneumoniae	strong	135	205578	463204	5420124	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0482a-I1	Klebsiella pneumoniae	strong	147	198772	463238	5434195	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0490-I2	Klebsiella pneumoniae	strong	125	212937	433594	5397148	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESS-BB0501-I1	Klebsiella pneumoniae	strong	136	205578	433593	5409558	no	-	ST37	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESS-BB0547a-I1	Klebsiella pneumoniae	strong	166	326178	852905	5463307	no	-	ST17	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
IN-BB434-I	Klebsiella pneumoniae	strong	213	149554	415423	5708622	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
IN-BB599-I	Klebsiella pneumoniae	strong	94	337786	1003626	5550009	no	-	ST2534	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
NK-BB6114-I	Klebsiella pneumoniae	strong	140	318766	531519	5436578	no	-	ST39	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
NN-BB1560-I	Klebsiella pneumoniae	strong	173	230286	531566	5706166	no	-	ST39	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
NN-BB1662-I	Klebsiella pneumoniae	strong	103	203666	479934	5342630	no	-	ST73	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
NN-BB1733r1-I	Klebsiella pneumoniae	strong	75	306511	709416	5415755	no	-	ST985	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
NN-BB402a-I	Klebsiella pneumoniae	strong	143	199874	524971	5579774	no	-	ST39	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
NW-BB750-I	Klebsiella pneumoniae	strong	53	376651	584854	5379272	no	-	ST76	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
PC-BB456-I	Klebsiella pneumoniae	strong	99	181411	509795	5398698	no	-	ST133	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
PP-BB2269-I	Klebsiella pneumoniae	strong	342	36042	163500	5674148	no	-	ST70	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB2292-I	Klebsiella pneumoniae	strong	108	325567	628987	5854550	no	-	ST70	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB2847-I	Klebsiella pneumoniae	strong	283	69014	294817	5846578	no	-	ST995	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB3057-I	Klebsiella pneumoniae	strong	354	40828	134089	5686145	no	-	ST995	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
PP-BB3180-I2	Klebsiella pneumoniae	strong	227	90866	284062	5875945	no	-	ST995	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB3196-I	Klebsiella pneumoniae	strong	453	27589	186993	5669075	no	-	ST87-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB3318-I	Klebsiella pneumoniae	strong	249	219858	467012	5945320	no	-	ST611	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB3445-I	Klebsiella pneumoniae	strong	187	298392	629267	5896357	no	-	ST611	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
PP-BB4154-I	Klebsiella pneumoniae	strong	118	182450	419915	5200462	no	-	ST76	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
PP-BB5741-I	Klebsiella pneumoniae	strong	210	177400	713437	5934402	no	-	ST995	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB5838-I	Klebsiella pneumoniae	strong	207	240089	804138	5955548	no	-	ST995	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
PP-BB6222-I	Klebsiella pneumoniae	strong	114	390624	1123274	5873317	no	-	ST20	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
RK-BB5-I	Klebsiella pneumoniae	strong	108	248160	784435	5426133	no	-	ST607	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
RK-BB50-I	Klebsiella pneumoniae	strong	104	327727	725450	5520043	no	-	ST2986	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
RK-BB840-I	Klebsiella pneumoniae	strong	135	375688	1302815	5685587	no	-	ST2986	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
RK-BB866-I	Klebsiella pneumoniae	strong	138	252046	501928	5672592	no	-	ST2986	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
RU-BB487-I	Klebsiella pneumoniae	strong	181	63456	176097	5408848	no	-	ST35	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
RU-BB59-I	Klebsiella pneumoniae	strong	141	248527	809638	5633928	no	-	ST48	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
RU-BB83-I	Klebsiella pneumoniae	strong	67	362830	1290483	5505921	no	-	ST70	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
ZAT-BB2708-I1	Klebsiella pneumoniae	strong	130	283793	901276	5678224	no	-	ST29	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
800483-17	Klebsiella pneumoniae	strong	91	264851	470180	5384455	no	-	ST45	ciprofloxacin	resistant	=	0.75	mg/L	MIC (E-test gradient diffusion)	EUCAST	2017	Manual			Egli_E-test	0.75	0.75	-
HS253	Klebsiella pneumoniae	strong	205	195921	812345	5681790	no	-	ST2661	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	21	21	-
AR-609	Klebsiella pneumoniae	strong	186	93396	312414	5432031	no	-	ST2677	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	17	17	-
AR-254	Klebsiella pneumoniae	strong	182	196587	672651	5635155	no	-	ST2661	ciprofloxacin	resistant	==	18	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	18	18	-
AR-S823	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	61	374147	677604	5260320	no	-	ST2675	ciprofloxacin	resistant	==	18	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	18	18	-
AR-S822	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	72	299054	606024	5206037	no	-	ST2675	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	17	17	-
AR-S649	Klebsiella pneumoniae	strong	110	267791	470445	5461877	no	-	ST2108	ciprofloxacin	resistant	==	18	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	18	18	-
AR-S253	Klebsiella pneumoniae	strong	128	214611	786024	5451996	no	-	ST883	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	 v.10.0				sands2021_arthropods_DD	21	21	-
ERR4635099	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	162	223657	835717	5914291	no	-	ST446-3LV	ciprofloxacin	resistant		19	mm	Disk diffusion	CLSI		Manual			Philippines_DD	19	19	-
ERR4635110	Klebsiella pneumoniae	strong	57	479889	912830	5512640	no	-	ST441	ciprofloxacin	resistant		21	mm	Disk diffusion	CLSI		Manual			Philippines_DD	21	21	-
ERR4635124	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	169	309008	781420	5758373	no	-	ST196	ciprofloxacin	resistant		14	mm	Disk diffusion	CLSI		Manual			Philippines_DD	14	14	-
ERR4635136	Klebsiella pneumoniae	strong	184	256897	500632	5736631	no	-	ST36	ciprofloxacin	resistant		16	mm	Disk diffusion	CLSI		Manual			Philippines_DD	16	16	-
ERR4635149	Klebsiella pneumoniae	strong	74	427347	1038521	5438763	no	-	ST336	ciprofloxacin	resistant		21	mm	Disk diffusion	CLSI		Manual			Philippines_DD	21	21	-
ERR4635196	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	108	375635	1354313	5719670	no	-	ST477	ciprofloxacin	resistant		17	mm	Disk diffusion	CLSI		Manual			Philippines_DD	17	17	-
ERR4635237	Klebsiella pneumoniae	strong	123	528022	1346742	5525565	no	-	ST5022	ciprofloxacin	resistant		6	mm	Disk diffusion	CLSI		Manual			Philippines_DD	6	6	-
ERR4635264	Klebsiella pneumoniae	strong	183	191490	1006305	5723008	no	-	ST29	ciprofloxacin	resistant		6	mm	Disk diffusion	CLSI		Manual			Philippines_DD	6	6	-
ERR4635317	Klebsiella pneumoniae	strong	100	414745	1919961	5589669	no	-	ST5023	ciprofloxacin	resistant		6	mm	Disk diffusion	CLSI		Manual			Philippines_DD	6	6	-
ERR4635320	Klebsiella pneumoniae	strong	100	414745	1428110	5583456	no	-	ST5023	ciprofloxacin	resistant		18	mm	Disk diffusion	CLSI		Manual			Philippines_DD	18	18	-
ERR4635325	Klebsiella pneumoniae	strong	101	414745	1804600	5585832	no	-	ST5023	ciprofloxacin	resistant		18	mm	Disk diffusion	CLSI		Manual			Philippines_DD	18	18	-
ERR4635346	Klebsiella pneumoniae	strong	87	205785	384360	5493458	no	-	ST65	ciprofloxacin	resistant		17	mm	Disk diffusion	CLSI		Manual			Philippines_DD	17	17	-
ERR4635380	Klebsiella pneumoniae	strong	165	183620	540875	5607571	no	-	ST540-1LV	ciprofloxacin	resistant		18	mm	Disk diffusion	CLSI		Manual			Philippines_DD	18	18	-
ERR4635396	Klebsiella pneumoniae	strong	163	265684	433760	5646010	no	-	ST36	ciprofloxacin	resistant		20	mm	Disk diffusion	CLSI		Manual			Philippines_DD	20	20	-
ERR4635400	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	107	341953	816932	5490769	no	-	ST283	ciprofloxacin	resistant		14	mm	Disk diffusion	CLSI		Manual			Philippines_DD	14	14	-
ERR4635404	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	95	370345	816932	5491392	no	-	ST283	ciprofloxacin	resistant		14	mm	Disk diffusion	CLSI		Manual			Philippines_DD	14	14	-
ERR4635410	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	95	370345	816932	5476209	no	-	ST283	ciprofloxacin	resistant		15	mm	Disk diffusion	CLSI		Manual			Philippines_DD	15	15	-
ERR4635433	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	98	370345	816932	5477135	no	-	ST283	ciprofloxacin	resistant		16	mm	Disk diffusion	CLSI		Manual			Philippines_DD	16	16	-
ERR4635456	Klebsiella pneumoniae	strong	142	350622	815443	5726703	no	-	ST4503	ciprofloxacin	resistant		17	mm	Disk diffusion	CLSI		Manual			Philippines_DD	17	17	-
ERR4635475	Klebsiella pneumoniae	strong	149	184233	556561	5472674	no	-	ST502	ciprofloxacin	resistant		17	mm	Disk diffusion	CLSI		Manual			Philippines_DD	17	17	-
ERR4781810	Klebsiella pneumoniae	strong	153	318517	554564	5563281	no	-	ST834	ciprofloxacin	resistant		15	mm	Disk diffusion	CLSI		Manual			Philippines_DD	15	15	-
K46-62	Klebsiella pneumoniae	strong	114	173408	447741	5389396	no	-	ST3708	ciprofloxacin	resistant	==	19	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	19	19	-
50572569	Klebsiella pneumoniae	strong	146	141000	461448	5820898	no	-	ST405	ciprofloxacin	resistant	==	14	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	14	14	-
50667959	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	333	65097	210065	5878306	no	-	ST1466	ciprofloxacin	resistant	==	10	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	10	10	-
50675619	Klebsiella pneumoniae	strong	83	297070	803275	5568822	no	-	ST336	ciprofloxacin	resistant	==	16	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	16	16	-
50825040	Klebsiella pneumoniae	strong	92	241031	468724	5485277	no	-	ST17	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	17	17	-
50877064	Klebsiella pneumoniae	strong	69	253134	666361	5272011	no	-	ST37	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	21	21	-
50878013	Klebsiella variicola subsp. variicola	strong	91	481397	1302020	5804478	no	-	ST981	ciprofloxacin	resistant	==	18	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	18	18	-
50884375	Klebsiella pneumoniae	strong	106	248495	818092	5653545	no	-	ST14	ciprofloxacin	resistant	==	13	mm	Disk diffusion	EUCAST	2021 v.11.0				KpT7	13	13	-
2020-01-2661	Klebsiella pneumoniae	strong	143	126995	510291	5409513	no	-	ST152	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2020-01-3040	Klebsiella pneumoniae	strong	73	316884	820253	5264634	no	-	ST37	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2020-01-3515	Klebsiella pneumoniae	strong	76	420623	1204071	5462188	no	-	ST3175	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2020-01-3946	Klebsiella pneumoniae	strong	60	473614	1106132	5232397	no	-	ST4726	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2020-01-3967	Klebsiella pneumoniae	strong	57	473744	987217	5178040	no	-	ST3807	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2020-01-4267	Klebsiella pneumoniae	strong	105	321482	747034	5290135	no	-	ST661-1LV	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2020-01-4327	Klebsiella pneumoniae	strong	70	313767	686389	5254332	no	-	ST26-1LV	ciprofloxacin	resistant		6	mm	Disk diffusion	EUCAST	2019				KlebGAP	6	6	-
2019-01-2310	Klebsiella pneumoniae	strong	90	371345	554645	5335725	no	-	ST168	ciprofloxacin	resistant		21	mm	Disk diffusion	EUCAST	2019				KlebGAP	21	21	-
2019-01-4678	Klebsiella pneumoniae	strong	77	355418	1419491	5391224	no	-	ST294	ciprofloxacin	resistant		21	mm	Disk diffusion	EUCAST	2019				KlebGAP	21	21	-
NK_H10_003	Klebsiella pneumoniae	strong	84	267518	438937	5327812	no	-	ST2158	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H1_021	Klebsiella pneumoniae	strong	210	350379	682145	5619005	no	-	ST4253	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	17	17	-
NK_H1_074	Klebsiella pneumoniae	strong	218	157017	444948	5490996	no	-	ST3660	ciprofloxacin	resistant	==	20	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	20	20	-
NK_H1_079	Klebsiella pneumoniae	strong	75	357556	1495363	5463976	no	-	ST45	ciprofloxacin	resistant	==	20	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	20	20	-
NK_H1_085	Klebsiella pneumoniae	strong	96	285837	513801	5587220	no	-	ST1493	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H12_038	Klebsiella pneumoniae	strong	103	206912	457492	5532215	no	-	ST2042	ciprofloxacin	resistant	==	20	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	20	20	-
NK_H12_051	Klebsiella pneumoniae	strong	158	254269	727685	5443382	no	-	ST29	ciprofloxacin	resistant	==	20	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	20	20	-
NK_H12_086	Klebsiella pneumoniae	strong	129	136240	558030	5313025	no	-	ST15	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	17	17	-
NK_H14_055	Klebsiella pneumoniae	strong	175	162116	360490	5606518	no	-	ST4268	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H14_072	Klebsiella pneumoniae	strong	45	414236	642077	5260658	no	-	ST229	ciprofloxacin	resistant	==	20	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	20	20	-
NK_H14_073	Klebsiella pneumoniae	strong	131	254167	464703	5538449	no	-	ST215	ciprofloxacin	resistant	==	6	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	6	6	-
NK_H18_007	Klebsiella pneumoniae	strong	101	163461	466941	5260019	no	-	ST1203	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	17	17	-
NK_H18_019	Klebsiella pneumoniae	strong	128	141515	365420	5392904	no	-	ST2931	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H18_025	Klebsiella pneumoniae	strong	87	247912	979806	5390439	no	-	ST107	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H18_047	Klebsiella pneumoniae	strong	91	274487	585578	5588903	no	-	ST23	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H18_052	Klebsiella pneumoniae	strong	199	97545	332935	5456286	no	-	ST10	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
NK_H18_074	Klebsiella pneumoniae	strong	107	215535	374309	5372351	no	-	ST1203	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	17	17	-
NK_H22_010	Klebsiella pneumoniae	strong	145	153990	489330	5296613	no	-	ST20	ciprofloxacin	resistant	==	16	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	16	16	-
NK_H22_014	Klebsiella pneumoniae	strong	141	311587	820371	5262719	no	-	ST4069	ciprofloxacin	resistant	==	9	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	9	9	-
NK_H22_026	Klebsiella variicola subsp. variicola	strong	126	339499	707175	5854943	no	-	ST4313	ciprofloxacin	resistant	==	18	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	18	18	-
NK_H22_084	Klebsiella pneumoniae	strong	84	211861	394496	5220136	no	-	ST37	ciprofloxacin	resistant	==	17	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	17	17	-
NK_H23_020	Klebsiella pneumoniae	strong	66	270502	796561	5466357	no	-	ST391	ciprofloxacin	resistant	==	21	mm	Disk diffusion	EUCAST	2021 v.11.0				NORKAB	21	21	-
